file_name,rel_path,summary,summary_source_text
104_725.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_725.pdf,"熊本でバイオテクノロジーと酒造が結びつく！  
発酵・環境に強い人材育成で、地元の美酒がさらに進化するかも！  
すごい発想に期待大です。","TOTO CD)@l/ OC, OC OC OL OO OC OC %バイオテクノロジー研究推進会会長・崇城大学特任教授q@ 原 正 定熊本県は恵まれた自然環境を背景に, 農林水産業を基盤とした食品産業。特に阿蘇の伏流水に代表される豊富で上質な地下水源を活用した酒造業。味噌・稀油製造業。納豆製造業などの伝統的な発酵・醸造産業が定着している。一方。昭和40 FRAKES, 九州を横断する大分。熊本, 長崎の3 県には農学部が存在しなかった。「県外の大学に頼っている後継者や技術者の育成を地元で出来る教育・研究施設を設立して欲しい]という地域の酒造業界の強い要請に応え,熊本工業大学( 現崇城大学) の中山義崇学長は, 工学部の中に「応用微生物工学科] を新設した。当初は,「発酵工学科」の予定であったが, 当時は廃水処理や石油代替エネルギー等が社会問題化しており,| 発酵・醸造のみならず, 環境・エネルギー問題にも対応できる人材育成」の必要性を考えた本江先生の尽力で全国唯一の「応用微生物工学科」が昭和51年4月に創立された。時代は, アメリカにバイオベンチャーの第1号が誕生し,日本にバイオテクノロジーの波が押し寄せる数年前のことであった。しかし, 受験生に馴染みにくい学科名のせいか。数年間は学生募集に苦戦を強いられたが, バイオブームが到来し|バイオの学科です」| と説明するだけで受験生は年毎に急増し, 競争倍率も10倍を超えるようになってきた。COR, 美少年 酒造の緒方 求 也氏や 瑞 鷹 酒造の吉村 常助氏 等が発起 人とな り , 地域との 産学官 の 絆 を 強く するた め に ,「 応 徴 」 に 懸けて 「 詩 美 会 ] が 発足 した 。 同 会の懇親 会は | 日本酒でH2PR | | で 開会 し, 美酒と郷土 料理を有有に し て 交流 の 場 は 盛り上 が り, 産学官連携 の 兆しが 芽生えをて きた 。 同 会 を 核 にして , 昭和 57 年 6 月 に, 我が国で 先駆 け て。熊 本の地 に 「 バ イオ テクノロ ジー人 研究 推進 会 ] が 設立 された 。 全国 各 地にテク ノ ポ リス が 建設 され る 約 一 年 前 のこと であっ た 。 初 代 会長の本 江 元 吉 先生が| 自然 を 構成 する 生態 系 に "
104_726.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_726.pdf,製麹は「もう一つの並行複発酵」って知ってた？温度・湿度を細かくコントロールすると酵素力が変わるんだって！これで経験不足でも高品質麹を作れるかも。すごい発見、楽しみ！,"4 OD METT HEE:SU(RRIEISUT bE TC bBELLECHS. BHLRARBZOKACRRERRCRRL, 厳密に 管理 された 条件 で 製 麹 試 験 を 行い , 高度な統計解析により 製 麹 操作 と 麹の品 次との 関係 を 詳細 に 検討 した 。そこ か ら 見えて きた 麹 内 部 の現象 を 「 もう 一 つの 並行複発酵| と 概念 付け , その 一 方 で 品温 経過や 乾燥 条件と いう人外部 条件 を 高度 に 制御 する こと に より , その 条件 に 応じ た 品質の麹が得 られる こと を 示し た。 Rc携わる 方 はもと より , 麹 の 研究者 に とって も 大 い に 参 考 にな る 知見が精弘に 記述 されている 。小林健1.はじめに清酒醸造技術はもろみの発酵が並行複発酵形式をとるといった基本的な原理はよく研究・理解さんているが, 商品価値に大きく関わっている「番味の特徴付けをどの様に行うか]といった醸造の繊細な制御技術については未だに経験的に得られた知識を中心とした造り手の技能に負う面が大きい。特に製麹工程においてlk, 製造する清酒のタイプに応じて異なる品質の麹を造り分けることが必要で,。適切な製麹管理には高度な経験を要する。一方で清酒製造業界では, 製造担当者の老齢化と後継者不足によって, 酒造技能の継承が困難になっており, 経験の浅い人員が製造を担当せぎざるを得なくなっている。この様な状況で, 経験的な酒造技能を学習の容易な清酒製造理論に置き換えていくことはこれまで以上に重要きを増している。製麹工程で云えば, 出来る限り少ない経験で技術を取得するためには, 製麹操作の意義を正しく理解し,製麹条件の違いにより麹の品質がどのように変化するかということを知識として知る必要がある。麹の品質判定自体が 非常に困難で充分に理解されているとは言DEEDS, 麹菌が生産する蒸米成分の分解酵素力の強さき(酵素力価) と麹菌の菌体量が数値で表すことの出来る重要な品質判定基準であることには議論の余地がない。麹菌が生産する代表的な分解酵素であるヶ- アミラーゼ・グルコアミラーゼ・酸性プロテアーゼ・酸性カルボキシペプチダーゼの酵素力価やその相互バラVAI, 特に 吟醸 酒 といっ た 高級 酒の製造では 重要"
104_743.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_743.pdf,壱岐焼酎は、古代から麦で作られた「どぶろく」→蒸留で焼酎へ進化。今は全国に広がる本格焼酎の一角で、知名度UPを目指す熱い取り組みが続いてます。新しい風味と歴史を感じて、ぜひ試してみてくださいね！,"辻野焼酎の歴史と本格焼酎業界の所える課題現在, 業界の課題として,甲乙混和焼酎問題があり, 著者は日本酒造組合中央会の焼酎需要開発部会長とLT, 業界の先頭に立って東春西走の多忙な日々を過ごしておられる。多忙な業務のかたわら, 焼酎伝来の1つのルートについて5 年以上にわたって調べられた結果を,平成19年に出版され,大きな反響を呼んでいるが, その概要から現在に至るまでの経緯,並びに壱岐の麦焼酎が出来るまでを解説して頂くとともに,部会長の立場から, 今本格焼酎業界が抱えている課題についても言及して頂いた。麹文化の所産であり, 蒸留酒の国酒たる本格焼酎と泡盛を国民消費者に正しく理解していただき,今後も楽しんで頂くと同時に, 本格焼酎の将来に目を向けた努力をしておられる気持ちを行間から読みとって頂きたい。山内BEX具明はじめに焼酎がいわゆる「オヤジの酒] から「お洒落なアルコール飲料」へと変身を遂げて。もう随分久しい。今や全国に幅広い年齢層のファンを持つまでになった。ALD, 先代である 兄 の 急死 によっ て 百年 以上続く 壱岐 焼酎の酒造場 (現・ 女 海 酒造株式 会 社 ) を 継いだのIXHRAD 58 EO TER, HOLS, 九州各地 に 偏在する 本 格 焼酎 のメー カー の 中 か ら 全 国 ブ ランド に な る メー カ ー も 現れ 始め , 壱岐 焼酎 もこれ か ら 本 格的に 関東方 面への 進出を計画 していた 矢先 のことだっ た 。 いった ん 自分が引き 受けた以上は 経営の安定 。 きら な る 発展 を 目指 へる なくては な ら な い 。 し か し , い ぎ 全国 の 市場 に 売り 出してみる と , 鹿児島や大 分 などに 比べ 竜焼酎の知名 度 が 低いこと を 思い 知らされ た。 Bis焼酎 発祥 の 地で あり な が ら , それ が 認知 きれていな い 。それ どこ ろか 壱 岐 の 島 そ のもの が 知ら れていな いと いう 事実 。PR 不足 は 否めなか っ た 。そこでまず自分が研鐘を積まなければと, 壱岐の歴史や風土壱岐焼酎の伝統を勉強し, 韓国の安東を訪ねた。その結果,焼酎のルーツについて私なりの見解を持てるようになったので, 平成19 年に「壱岐焼酎・蔵元が語る麦焼酎文化私"
104_749.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_749.pdf,"官能評価は日本酒の味を本当に知る鍵！  
専門パネル選びは「実際に酒を飲む人」で行うのがコツ。  
基準液だけじゃなく、実際に酒を試すテストで感度確かめると、  
より正確な評価ができるんだって。  
酒好きならぜひ知っておきたいポイントかも！","専門パネルの選抜方述分析パネルの選抜を例に- $e] 専門 記 :分析機器やセンサーなどの様々な技術が進歩した現在においても, 官能評価なくして食品の感覚的な特徴を知ることは出来ない。官能評価は品質管理。製造工程の最適化, 既存製品の特性把握, 試作品の確認, 試料における官能特性の測定などに適用できる非常に優れた分析方法であるが,の信頼性が異なる。官能評価には嗜好型と分析型があり, 後者の中の記述分析型がある。そこてBibb SOBAROSPDS BILOBISSR法よりも特化法が有効であることを解説いただいた。品の専門パネルの選抜について,例としてバパネルの属性により, データ今回は食1.はじめに食品には栄養機能(1 次機能), 感覚・嗜好機能(2次機能)。生体調節機能(3 KEEと称きれる3 つの機能があることは周知の通りである。一口に食品といっても, 穀物や肉。野菜など, 様々な種類があるが,他の食品と比較すると, 醸造物はこれらのうち, 2 次機能の果たす役割が大きいように/醸造物を扱う際には, 製品の感覚的な特徴が重要であり, それを測定するための技術が必要となる。食品の感覚的な特徴を測定する技術に, ヒトの感覚を用いた官能評価がある。近年の分析機器やコンピュータ技術の発展により, 食品の物理学的特性からその特徴を予測することが可能になった""2。また。RYンサや匂いセンサといったバイオセンサが開発され,官能評価の代准としての利用が期待きれている?9。さらに, 最近では,匂いや味を感じる際に働く生体システムを利用した食品の評価が試みられている592。しかしながら,これらの技術単独で感覚的な特徴を知ることは未だ困難であり, 官能評価の結果と照らし合わせながら, その結果を解釈する必要がある。様々な技術が進歩した現在においても, 私たちは, 官能評価なくして食品の感覚 的な特徴を知ることは出来ない。思われる。そのため,員覚や味覚受容体。脳の活動など,2.官能評価とパネル官能評価はヒトを分析ツールとした食品の分析手法CHS. 機器分析では, 測定する項目や得られるデータの精度が用いる機械の種類に依存するように,BRE評価においては, 結果のほとんどがパネル(官能評価を行うヒト) に依存する。したがって。パネルは目的(評価の内容やサンプル, 必要な精度など) に合"
104_758.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_758.pdf,EUのワイン市場、2008年に大改革！過剰生産を抑える新ルールで、品質と価格が安定。日本酒ファンにも興味深い国際的な動きかも？楽しみ！,"DITA:EA & 2008歩1970 年後半に米国ワイン市場にみられた「白色革命」, 1980 年代に入っての国際的なフレンチワインパバラドックスという[情報革命」を経て, 現在もワイン生産新興国を中心にワイン生産数量が増大している。その一方で, 欧州のワイン主産国では日常酒を中心に消費数量の低迷が続き, その結果, 格付けワイン指定地域の再編,日常酒原料用ブドウ栽培面積の減反政策, ワイン生産数量の調整等, 国際ワイン市場の動向を賜みつつ大きく変貌している。今後の国際酒類市場の動向を解析するうえで, EUの「ワイン共通市場制度」の歩みを知ることはきわめて重要である。Zz WH まり1. は じ め に欧州各国のワイン法の基幹となっているEUのワイン共遂市場制度の規則が。2008 年4 月に大きく変化した。このワイン法改革については, 日本ブドウ・ワイン学会誌りに。その概要を報告したが, 今回はEUOIA VEGETAOPEL D 5 OPER VINES SCとにより,08 年の改革の位置づけについて考察を深めたい。ワイン共通市場制度の規則は, 1962 年から大小合わせて多くの変更がなされたが。ここでは,1970 年87 年。99年。2008 年の4回の大きな規則変更をとりあげ, 政策の変遷を追う。なお,ワイン共通市場制度には品質政策, 市場介入(蒸留在庫支援など), 生産量の調整( 抜根奨励など),FIRB CORA,醸造方法の諸規定などきさまざまな側面の規制が含まれているが, 本稿では。過剰生産との戦いに論点を絞ることとしたい。2.欧州ワイン共通市場制度の誕生1958年1月。ベルギー,ドイツ(加盟当時は西ドイツ),フランス, イタリア, ルクセンブルク,。オランダの6 カ国間で。ヨーロッパ経済共同体が発足した。農業は,第二次大戦直後の食糧難の教訓から, 食糧の安定 的供給などを目的とし, 6 カ国で国境のない市場を形成し,共通の農業政策(フランス語: PolitiqueAgricole Commune (PAC)。英語: Common Agri-cultural Policy (CAP),Like [PAC]と表記) がとられることとなった。帝物などの主要農産物と同じく,ワインもPAC の対象となり,1962 年。理事会規則24 号(reglement n"
104_768.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_768.pdf,日本酒で乾杯を推進する「日本酒で乾杯推進会議」が、古来の習慣ではなく21世紀に生まれた新しい文化だと語ります。日本酒での乾杯、実は近代から始まったんだって！すごい発見かも？🍶✨,"BPR)日本文化のルネッサンスとして日本文化を, 日本らしさき伝統を大事にすることを目的として, 学術, 芸術,伝統産業, 食文化, スポーツ等各界の有識者の昔同を得て「日本酒で乾杯推進会議」の事務局が日本酒造組合中央会におかれている。推進会議の会員3 か条として,日本文化を愛すること,日本酒を愛すること, 率先して日本酒で乾杯することと述べている。が日本酒で乾杯することは古来からの伝統的なものでないことが「乾杯の文化史研究会] で明らかにされた。筆者(| 日本酒で乾杯推進会議の中核をなす100 人委員の一人」)OWA, BoC,を踏まえた「日本酒で乾杯]」の作法が21 世紀はじめに醸成された日本の飲酒文化として確立きれることが期待される。はじめに私たちは, 酒席を| 乾杯! |ではじめることを当然としている。少し形式ばった酒席では, 上座の誰かが挨拶をして|乾杯!|を発声する。少しくだけた酒席では, Awに奄やグラスを合わせて「乾称!| と声を合わせる。すっかりおなじみの光景で, 誰もが何ら疑いをはさまない。したがって,ついつい乾杯は。伝統的な文化だと思いがちである。はたして。そうであろうか。よくよく考えてみればぱば,そうでないことがわかる。たとえば, 現行のそれは,グラスを掲げるのが一般的である。そのグラスの普及は, 明治の文明開化からのちのこと。日本でガラス食器が量産されるようになEOI, 大正時代のことである。Cla, Pas Phas Ode Avo Tha, EDD, 旧来の日本の 宴席 は , 座敷 で 催さ れるも の で あっ た 。 そ れも,それ ぞ れ の 席 に 着座して 催さきれるも の で あっ た 。 そ こで 克 を 掲げて 乾杯 を 促すこと は, なじま な か っ た 。 とくに。 伝統的な平在は, 高く 掲げ た り, し ば らく  持ち続けるに は, 不適 当 な 器 である 。 グ ラス の 普及 以後,そう し た 座敷での間席に も 乾杯の習俗が も ちこ まれ たが , 発声 者 が 立ち上が る こと 自体 が 座敷 に はなじ ま なゅ いか た ち で ある 。乾杯の習俗は。座礼になく, 立礼にはじまるのである。したがって,まだ伝統的な文化とはいえないのである。私たちは,いま| 日本酒で乾杯| の推進活動("
104_777.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_777.pdf,全国新酒鑑評会でカビ臭が発見！TCA（トリクロロアニソール）が5％の酒に出て、主に本州で多いみたい。TBAも一部で検出されました。酒好きはぜひチェックしてね！,"J. Brew. Soc. Japan. Vol. 104, No. 10, p. 777~786 (2009)全国新酒鑑評会出品酒におけるカビ臭汚染(TCA, TBA) の状況呑田博・神田泊子・速藤踏子・藤田其子・磯谷敦子(独立行政法人酒類総合研究所)平成21 年4 月30 日受理The contents of 2,4,6-trichloroanisole(TCA) and 2,4,6-tribromoanisole(TBA) causinga musty/muddy off-flavor in sakes at the 2007 and 2008 Sake ContestsHiroshi Iwata, Ryoko Kanpa, Michiko Enpou, Akiko Fujita, Atsuko Isocal(National Research Institute of Brewing, 8-7-1 Kagamiyama, Higashi- Hiroshima 739-0046, Japan)Contamination by 2,4,6-Trichloroanisole(TCA) and 2,4,6-tribromoanisole (TBA) to cause amusty/muddy off-flavor in sakes at the 2007 and 2008 Sake Contests was determined by stirrer barsorptive extraction(SBSE) and GC-MS. The TCA of 60 and 48 sakes among 158 and 195 sake samplesjudged to be tainted respectively exceeded 1.7 ng//. Sakes from Kan shin, Osaka, and Tokyo region hadhigher rates of TCA contamination than those from Sapporo, Fukuoka, and Kumamoto. We found that,for the first time, three sake samples had TBA exceeding 4 ng//, which"
104_787.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_787.pdf,マウスで調べたら、酒類の種類（日本酒・赤ワイン・焼酎・ウイスキー）で酔いの度合いに差はなかったみたい！同じアルコール量なら、酔いの感じ方はほぼ同じかも？すごい発見ですね！,"J. Brew. Soc. Japan. Vol. 104, No. 10, p. 787-~~795 (2009)マウスを用いた酒類飲用による酔いの評価伊豆英恵*(独立行政法人酒類総合研究所)平成21年6 月8 日受理Behavioral Evaluation of Intoxication in Mice by Oral Administrationof Alcoholic BeveragesHanae Izu* and Kuniyasu GoTo(National Research Institute of Brewing, 8-7-1 Kagamiyama, Higashi-hiroshima, 739-0046)We attempted to evaluate differences in intoxication in mice after the administration of variousalcoholic beverages. Measurements of locomotor activity and elevated plus-maze test in mice did notshow differences in the extent of intoxication after oral administration of alcoholic beverages (sake, redwine, shochu, and whiskey : approximately 15% alcohol, 1.2 g of alcohol/kg BW dosed single or twice).Changes in the concentrations of ethanol and acetaldehyde in blood and brain were v ery similar 0.5, 3,and 5 hours after the oral administration of alcoholic beverages (sake and shochu ; 15% alcohol, 2.4¢of alcohol/kg BW). There seems to be no differences in intoxication in mice aft"
104_799.pdf,ocr_out/日本醸造協会誌/104巻/10号/104_799.pdf,9月17日、東京で開催された日本醸造学会の研究発表。酵母から米麹まで、焼酎・日本酒の新技術が盛りだくさん！ みんなで未来の味を探求する姿、すごいね。ぜひチェックしてみて！,"-a=-く場所> 北とぴあつつじホール東京都北区王子1一11一1TELO3--5390---1100く日時> 平成21 年9月17日(木) ~1846(4)aaくすてぷと日本醸造学会東京都北区溢野川2ー6 一30TEL03一3910一3853 平成21年度日本醸34 PSA4 eaeFRE: 平成21年9月17 日 ( 木 )~18 0 (#)会 場 : 北とぴあ つつじホール 東京都北区王子 キー11 一 1会プログラム【9月17日(本)1(所属は平成21年?月17日環在)HEE? LORSvecesiejie10:00>2KARA:ORDBS,ORME. GANS 仁、大野剛ミトコンドリア輸送阻害剤耐性によるピルビン酸低生産詩母の」BAA清酒酵母のコハク酸生成とアラニン・グルタミン酸生成の関係秋田県立大学-10:301、4Osi, BEE BADR FREE. ABR10:45>5 PBR SAPODHanhIL-SRS EER EO RE* 東京農業大学、** 九州彦業大学KEE(株) トロピカルテクノセンター、*沖縄高専j|ORRER, BARR, GHRR, SRE11:006 |By vot BS ALD4 -V GHEE DELE OB AEvos ELSES (BR)RASTBR 売、池端真美、渡嘉敷唯章xREd LAID eGR eK 勤11:20 | 授質式( 財)日本醸造協会FRR- RRA1i:40| 授賞式日本酸造学会DMRMASA12:00tfae13:00醸造学会若手の会一発会・説明会醸造学会若手の会岩下和裕元GD ARBSBS (現RBS)13:15 | FRE |ORRES 1501801 SORE: HE吉田TA. > FRRIERAムラサキマサリを原料とした芋焼酎粗および米麹を用いた醸造酢1)83 BS CPR)ーー」13:30 | 技 術賞|2〇河野部晃1),2)、森村FE2), RBZ)の製造AKERSBRASH13:45)""1 ビール混滴乳酸菌のフィルター通過現象の解析アサヒビール(株) 酒類技術研究所Ome? 静、鈴木康司14:001 奨励貨|4]桂母の研究とビール醸造分野への応用キリンビール(株) 技術開発部醸造研究所|〇今井健夫鹿児島大学農学部焼酎学講座〇高峰和則、* 大山修一、吉崎(尾花) 由美子14:15 1一般"
104_829.pdf,ocr_out/日本醸造協会誌/104巻/11号/104_829.pdf,小豆島は海と山に囲まれた美しい島。昔から塩や油が有名で、今はオリーブを使った健康食品も開発中！研究所が試験醸造して、アレルギー対応の油やオリーブ調味料を生み出してるんだ。新しい風が吹き込む小さな島、楽しみ！,"88<巻GR随想>の8 と0小でNs秋川上産業技術センター発本食品研究所胡x Loy ABfa 崎 次 一9瀬戸内海国立公園に浮かぶ小豆島は, 海と山の美しい自然に恵まれた小さな鳥です。BIERの小説を基にした映画「二十四の瞳] の舞台として,また,日本におけるオリープブ発祥の地として全国的に知られておりますが, 食品産業が盛んな島であることはあまり知られていないようです。日照時間が長くて乾燥度が高いため, 小豆島は古くから良質の塩の産地でした。そこへ江戸時代初期に将油の製法が伝えられ, 武油の製造が始まりました。島内には現在でも大小20 軒余りの贅油製造企業があります。また, その和拘油を活用して戦後始まった個者産業も盛んで, 海双や昆布の個煮では全国生産高の約30% を占めています。手延べ素麺づくりも今から400年ほど前,区の人がお伊勢参りの際に製法を覚え持ち帰ったのが始まりと伝えられています。近年では, 現代の食生活に合わせた新しい調味料や.、オリーブを活用した新たな食品の開発も行われています。棚川県産業技術センター発酵食品研究所は,。小豆島の東に位置する小豆島町にある小さな試験研究機関です。明治38 年に小豆島徐油製造同業組合立の議造試験場として設立されました。その後, 明治40年に小豆郡。明治43年に香川県に移管され, 県立工業試験場となりました。昭和7 年に警油試験場。昭和37年に発酵食品試験場と改称され, 平成12 年に工業技術センターおよび食品試験場と統合し,新たに産業技術センター発酵食品研究所となりました。本研究所は, 創立以来。角油醸造に係わる研究に携わり, その品質の向上および技術開発を支援して参りました。近年は, 消費者の健康志向により機能性を付与した食品の開発も行っております。その一例を紹介致します。本研究所は業界とともに定期的に様々な研究会を開催 していますが,そこでの話題の中から生まれた商品として, アレルギー愚者向けの角油調味料おがあります。これは通常の級油原料として使用きれている小雲と大豆の代わりに「そら豆| を使用して醸造したものです。味や番りは本論造賛油と有色のない仕上がりになっております。原料の選定から試験醸造までを本研究所で行い。そのデーターを基に企業で商品化・販売いたしました。評判は良好で, 出荷額は毎年上昇しております。"
